ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Acc,Ovr,Pot
54244,"Andres Barba",RP,0,0,0,0,25,187,R,R,35,30,20,35,40,35,35,30,20,35,40,35,35,30,20,35,40,35,40,30,20,40,40,35,30,30,40,25,40,45,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,30,20,20,50,25,40,45,45,45,40,40,45,45,45,40,45,45,45,45,40,40,45,45,45,40,95-97,55,45,55,45,0,40,0,0,30,0,0,0,0,0,0,45,0,40,0,0,35,0,0,0,0,0,0,N,N,L,N,L,VH,35,35
54246,"Jorge Tovar",RP,202,9,9,1,25,185,R,R,45,35,25,35,45,45,45,35,25,35,45,45,45,35,25,35,45,45,45,35,25,40,45,45,35,20,35,25,30,45,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,20,50,25,55,45,45,50,50,55,45,45,50,50,55,45,45,50,50,55,45,45,50,50,94-96,48,35,60,55,0,0,0,0,40,65,0,0,0,0,0,55,0,0,0,0,45,65,0,0,0,0,0,N,N,N,L,N,VH,45,45
54248,"Lazaro Penalosa",RF,203,42,2,2,25,191,L,L,50,55,50,45,50,45,50,55,50,45,55,45,50,50,50,45,50,45,50,55,50,45,55,45,35,30,50,20,55,55,60,20,20,20,0,0,0,0,0,0,65,35,60,0,0,0,0,0,0,65,40,60,50,30,25,20,45,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,30,30,35,20,80-83,59,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,N,VH,40,40
54250,"Luis Santander",LF,0,0,0,0,25,194,L,L,45,40,35,50,45,50,45,40,35,50,45,50,45,40,35,50,45,50,45,40,35,50,45,50,25,30,25,20,40,50,40,20,20,20,0,0,30,0,0,0,35,0,30,0,0,30,0,0,0,40,0,30,40,25,25,25,50,25,20,25,20,30,20,20,25,20,30,20,20,25,20,30,20,20,30,30,30,20,80-83,60,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,35,35
54251,"Fidel Ramos",SS,202,12,12,1,25,190,R,R,50,40,45,45,45,50,50,40,45,45,45,50,50,45,45,45,45,50,50,40,45,45,45,50,60,60,60,55,35,40,55,20,20,20,0,0,0,60,60,55,0,0,0,0,0,0,60,60,55,0,0,0,50,60,60,75,35,25,20,30,25,35,20,20,30,25,35,20,20,30,25,35,20,20,30,30,35,20,83-85,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,VH,40,40
54252,"Luis Ojeda",RP,204,53,28,2,25,190,L,L,40,35,20,40,40,40,40,35,20,40,40,40,40,35,20,40,40,40,40,35,20,40,40,45,25,30,50,25,35,40,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,30,25,40,65,25,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,94-96,54,60,60,45,0,0,50,0,35,40,0,0,0,0,0,45,0,0,50,0,35,45,0,0,0,0,0,N,N,N,N,N,VH,40,40
54253,"Alfredo Pomposo",CL,207,83,28,3,25,191,L,R,25,30,20,35,25,20,25,30,20,35,25,20,25,30,20,35,25,20,30,35,25,40,35,25,30,30,45,25,20,25,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,65,20,50,45,45,45,45,50,45,50,45,45,50,45,45,45,45,50,45,45,45,45,92-94,47,55,45,50,55,0,45,45,35,0,0,0,0,0,0,50,55,0,55,50,40,0,0,0,0,0,0,N,N,N,N,N,VH,40,40
54254,"Cody Esmonde",1B,207,79,24,3,25,186,L,R,45,45,30,50,45,50,45,45,30,50,45,50,45,45,30,50,45,50,50,45,35,50,50,50,40,30,35,25,25,25,35,20,20,20,0,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,45,45,45,65,80,20,20,20,20,20,20,20,20,20,25,20,20,20,20,20,20,20,25,25,20,20,80-83,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,N,H,N,VH,40,40
54255,"Chang-jun Jeon",RP,0,0,0,0,25,187,R,R,35,35,20,25,35,40,35,35,20,25,35,40,35,35,20,25,35,40,40,40,25,35,40,45,30,35,40,20,25,35,20,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,60,20,35,40,40,40,40,35,45,40,45,40,35,40,40,40,40,45,50,50,40,40,94-96,50,30,30,45,0,0,0,45,25,0,0,0,0,0,0,45,0,0,0,50,45,0,0,0,0,0,0,L,N,N,N,L,VH,30,35
54257,"Bryce Durney",C,205,64,4,3,24,187,R,R,35,40,40,40,35,35,35,40,40,40,35,35,35,40,40,40,35,35,50,40,40,40,50,50,35,35,30,25,25,25,40,50,40,50,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,30,20,20,20,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,83-85,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,VH,30,40
54258,"Nesty Amezquita",SP,0,0,0,0,25,180,R,R,30,30,20,30,30,35,30,30,20,30,30,35,30,30,20,35,30,35,40,35,20,35,40,40,30,35,40,30,30,30,30,20,20,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,30,65,20,40,35,30,40,25,40,35,30,40,25,40,30,30,40,25,45,35,35,40,30,92-94,44,65,50,40,40,45,40,35,30,0,0,0,0,0,0,40,40,45,40,35,45,0,0,0,0,0,0,N,N,N,N,N,VH,30,30
54259,"David Huerta",LF,0,0,0,0,25,190,L,L,50,40,40,50,50,50,50,40,40,50,50,50,50,40,40,50,50,50,50,40,40,50,50,55,45,35,30,20,55,45,60,20,20,20,0,0,55,0,0,0,65,40,50,0,0,55,0,0,0,65,40,55,45,35,35,65,50,25,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,30,25,35,20,80-83,47,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,VH,40,40
54260,"Ernesto Mora",2B,0,0,0,0,25,179,S,R,45,40,35,45,50,45,50,40,35,45,50,45,45,40,35,45,50,45,50,40,35,45,50,45,40,50,35,40,25,45,25,20,20,20,0,0,0,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,40,45,40,55,50,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,20,84-86,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,VH,35,35
54261,"Juan Contreras",2B,0,0,0,0,25,187,R,R,50,45,35,30,50,50,50,45,35,30,50,50,50,45,35,30,50,50,50,45,35,30,50,50,50,55,50,55,30,35,60,20,20,20,0,0,0,50,50,40,0,0,0,0,0,0,50,50,40,0,0,0,45,50,45,40,55,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,20,85-87,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,H,VH,35,35
54263,"Domenic Vankrimpen",SP,202,9,9,1,25,185,L,L,40,35,20,35,40,45,45,35,20,35,40,45,40,35,20,35,40,45,40,35,20,35,40,45,30,30,45,20,30,25,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,30,40,20,55,45,45,50,50,55,45,45,50,50,55,45,45,50,50,60,45,45,50,50,97-99,52,40,80,70,0,75,70,0,35,0,0,0,0,0,0,80,0,80,75,0,55,0,0,0,0,0,0,N,N,N,L,N,VH,50,50
54265,"Symão Boullosa",LF,0,0,0,0,25,190,L,L,40,40,40,45,35,45,40,40,40,45,35,45,40,40,40,40,35,45,45,45,45,45,45,45,50,40,25,20,55,50,55,20,20,20,0,0,0,0,0,0,65,40,50,0,0,0,0,0,0,65,45,55,60,60,65,65,40,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,83-85,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,H,L,N,H,VH,35,40
54266,"Juan Paredes",RP,207,83,28,3,25,201,R,L,30,30,25,35,30,30,30,30,25,35,30,30,30,30,25,40,30,30,30,35,30,35,35,30,35,25,35,20,30,30,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,30,25,25,50,25,40,45,45,45,45,40,45,45,45,45,45,50,50,45,45,45,45,50,45,50,92-94,53,45,60,45,40,0,0,40,40,0,0,0,0,0,0,45,45,0,0,40,50,0,0,0,0,0,0,N,H,N,N,H,VH,40,40
54267,"Luis Medina",RP,202,3,3,1,24,180,R,R,35,35,25,30,35,40,35,35,25,30,35,40,35,35,25,30,35,40,40,35,30,40,40,45,30,35,60,20,30,35,30,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,30,25,25,65,30,45,50,50,50,45,45,50,50,50,45,45,50,50,50,45,55,55,55,50,45,95-97,67,30,65,55,0,35,0,0,45,0,0,0,0,0,0,65,0,60,0,0,50,0,0,0,0,0,0,N,H,N,N,H,VH,40,45
54271,"Edgar Graisinla",SP,202,10,10,1,25,186,R,R,35,30,20,40,35,40,35,30,20,40,35,40,35,30,20,40,35,40,40,35,20,45,40,45,35,35,60,40,40,25,35,20,20,20,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,25,20,25,30,35,25,40,50,55,45,45,40,50,55,45,45,40,50,55,45,45,45,50,55,45,45,93-95,64,50,70,50,40,0,0,40,45,0,0,35,0,0,0,50,45,0,0,40,50,0,0,45,0,0,0,N,N,N,N,N,VH,45,45
54274,"Juan Armas",RP,205,70,21,3,25,190,L,L,35,30,25,40,35,35,35,30,25,40,35,35,35,30,20,35,35,35,35,30,25,40,40,35,25,35,40,20,30,35,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,25,25,65,25,45,35,35,45,25,45,35,35,40,25,45,35,35,45,25,45,35,35,45,25,94-96,35,40,65,50,0,0,50,50,35,0,0,0,0,0,0,50,0,0,50,50,50,0,0,0,0,0,0,N,H,N,L,L,VH,30,30
54275,"Alfredo Rivera",RF,202,23,23,1,25,194,L,L,45,45,45,40,50,45,50,45,45,40,50,45,45,45,45,40,50,45,45,45,45,40,50,45,35,30,55,20,45,50,65,20,20,20,0,0,45,0,0,0,40,0,50,0,0,45,0,0,0,55,0,50,45,35,35,35,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,25,35,20,84-86,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,VH,40,40
54276,"Jesus Castillo",SP,0,0,0,0,25,185,L,R,25,35,25,45,30,20,25,35,25,45,30,20,25,30,25,45,30,20,30,35,25,45,35,25,30,30,45,20,30,30,20,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,25,25,50,20,45,45,45,45,20,45,45,45,45,20,45,40,45,40,20,50,45,45,45,20,97-99,50,40,55,70,45,0,0,0,25,0,0,0,0,0,0,75,60,0,0,0,50,0,0,0,0,0,0,H,N,N,N,L,VH,30,30
54277,"David Castanon",3B,207,82,13,3,25,186,R,R,45,50,50,45,45,45,45,50,50,45,45,45,45,50,50,45,50,45,45,50,55,45,50,45,50,40,75,60,35,30,65,20,20,20,0,0,60,40,55,40,30,0,0,0,0,60,45,55,40,35,0,0,45,40,45,30,30,25,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,85-87,51,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,40,40
54278,"Andres Cazares",LF,0,0,0,0,25,188,R,R,45,40,45,35,45,45,45,40,45,35,45,45,45,40,45,35,45,45,45,40,45,35,45,45,45,25,35,35,55,65,40,20,20,20,0,0,0,0,0,0,60,40,30,0,0,0,0,0,0,60,40,50,65,55,55,55,45,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,80-83,59,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,VH,35,35
54280,"Oliver Tapia",LF,0,0,0,0,25,187,R,R,45,35,25,40,45,40,45,35,25,40,45,40,45,35,25,40,45,40,45,35,25,40,45,40,35,30,30,30,50,55,50,20,20,20,0,0,0,0,0,0,55,35,40,0,0,0,0,0,0,55,35,50,35,40,45,50,45,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,85-87,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,N,VH,30,30
54283,"Zhao-jun Au-Yong",C,0,0,0,0,24,201,L,R,40,45,45,45,40,45,40,45,45,45,40,45,40,40,45,45,40,45,40,45,45,45,40,45,30,35,30,20,30,20,30,40,50,55,0,30,20,0,0,0,0,0,0,0,45,40,0,0,0,0,0,0,35,50,60,55,25,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,25,85-87,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,40,40
54284,"Julio Covarrubio",SP,0,0,0,0,25,191,L,R,40,35,25,40,45,35,40,35,25,40,45,35,40,35,25,40,40,35,45,35,25,40,45,45,30,25,30,45,25,30,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,20,55,25,45,35,35,45,45,45,40,35,45,45,45,35,35,45,45,45,40,35,45,45,92-94,48,35,45,50,40,0,45,45,45,0,0,0,0,0,0,50,50,0,55,50,50,0,0,0,0,0,0,H,N,L,N,N,VH,35,35
54285,"Juan Caraballo",RP,202,6,6,1,25,194,L,R,40,30,20,40,35,45,40,30,20,40,35,45,40,30,20,35,35,40,40,30,20,40,40,45,30,35,50,30,30,40,35,25,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,55,25,50,45,45,45,40,50,45,45,45,40,50,45,45,45,40,55,45,45,45,45,96-98,61,50,55,0,0,60,0,45,45,50,0,0,0,0,0,0,0,65,0,60,50,55,0,0,0,0,0,N,H,L,H,L,VH,40,40
54287,"Esteban Romero",RP,0,0,0,0,25,194,L,R,40,35,20,30,40,40,40,35,20,30,40,40,40,35,20,30,40,40,40,35,20,30,40,40,30,20,45,20,30,35,40,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,25,35,20,35,25,50,40,40,45,35,50,40,40,40,35,50,40,40,45,40,50,40,40,45,40,94-96,52,30,30,60,0,50,55,0,25,0,0,0,0,0,0,60,0,50,55,0,40,0,0,0,0,0,0,H,N,L,N,N,VH,35,35
54290,"David Rocha",SP,0,0,0,0,25,182,R,R,40,30,20,40,40,40,40,30,20,40,40,40,40,30,20,40,40,40,40,30,20,40,40,40,30,30,50,25,30,30,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,25,20,75,20,40,45,45,50,45,40,45,45,50,45,40,45,45,50,45,50,45,45,50,45,98-100,56,50,45,80,0,0,0,0,30,25,0,0,25,0,0,80,0,0,0,0,50,30,0,0,45,0,0,N,N,H,N,N,VH,35,40
54291,"Alexis Vargas",RP,202,6,6,1,24,187,L,L,35,30,30,35,35,40,40,30,30,35,35,40,35,30,30,35,35,40,45,30,35,35,40,45,30,20,45,20,25,30,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,40,35,25,75,25,45,45,45,50,40,45,45,45,50,40,50,50,50,55,40,55,60,65,50,40,91-93,57,50,80,45,0,0,0,50,30,30,0,0,0,0,0,50,0,0,0,50,60,45,0,0,0,0,0,N,N,H,N,H,VH,40,50
54295,"Hu Miao",RP,207,82,13,3,25,195,R,R,30,25,20,25,30,25,30,25,20,25,30,25,30,25,20,25,30,25,35,35,20,35,35,35,25,25,35,20,30,25,30,25,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,25,25,30,80,20,40,35,30,45,25,40,35,30,45,25,40,35,30,45,25,65,50,50,45,30,94-96,43,30,50,45,0,0,30,40,35,0,0,30,0,0,0,75,0,0,45,75,60,0,0,60,0,0,0,N,N,N,N,N,VH,30,35
54300,"Esteban Jaramillo",RF,203,51,29,2,25,191,L,L,45,45,40,40,45,45,45,45,40,40,50,45,45,45,40,40,45,45,45,45,40,40,45,45,40,40,50,20,60,55,70,20,20,20,0,0,0,0,0,0,70,0,65,0,0,0,0,0,0,70,0,65,60,50,55,50,35,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,25,35,20,80-83,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,L,N,VH,40,40
54301,"Sergio Romo",SP,0,0,0,0,24,184,S,R,20,30,25,30,25,20,20,30,25,30,25,20,20,30,25,30,25,20,20,30,25,35,25,20,25,25,45,25,35,25,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,20,40,20,40,45,50,40,25,45,45,50,40,25,40,45,45,35,25,45,45,50,40,25,89-91,56,40,65,40,45,0,0,45,25,0,0,0,0,0,0,40,45,0,0,45,50,0,0,0,0,0,0,N,L,N,N,N,VH,35,35
54302,"Luis Mena",2B,0,0,0,0,25,186,S,R,40,40,35,45,50,30,40,40,35,45,50,30,40,40,35,45,50,30,40,40,35,45,50,30,65,55,50,45,25,35,50,20,20,20,0,0,0,60,0,45,0,0,0,0,0,0,60,0,50,0,0,0,60,65,65,60,55,20,20,25,20,30,20,20,25,20,30,20,20,25,20,30,20,20,25,20,30,20,84-86,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,VH,35,35
54303,"Rogelio Almendarez",3B,207,81,15,3,25,185,R,R,40,45,45,45,40,45,40,45,45,45,40,45,40,45,45,45,40,45,45,45,45,45,50,45,40,40,55,45,30,30,50,20,20,20,0,0,0,35,35,0,0,0,0,0,0,0,35,35,0,0,0,0,45,30,30,30,30,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,20,83-85,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,H,N,N,VH,35,40
54305,"Alejandro Monroy",C,0,0,0,0,25,179,R,R,30,35,35,35,35,30,30,35,30,35,35,30,35,35,35,35,35,30,40,35,45,35,40,35,35,30,60,20,35,35,60,55,55,40,0,35,0,0,0,0,0,0,20,0,45,0,0,0,0,0,0,30,30,20,20,25,40,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,83-85,35,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,30
54306,"Jong-yong Kim",C,0,0,0,0,25,186,R,R,45,40,40,40,40,45,45,40,40,40,40,45,45,40,40,40,40,45,45,40,45,45,45,45,30,25,35,25,35,25,55,65,60,45,0,50,0,0,0,0,0,0,25,0,55,0,0,0,0,0,0,25,35,30,35,20,50,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,84-86,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,35,40
54307,"Ismael Castro",C,0,0,0,0,24,199,S,R,45,25,30,35,45,40,45,30,30,40,45,40,40,25,25,35,45,40,45,30,30,40,45,40,40,35,65,25,25,25,60,35,40,55,0,30,30,0,25,0,0,0,0,0,40,60,0,35,0,0,0,0,25,20,20,20,50,20,20,25,20,30,20,20,25,20,30,20,20,25,20,30,20,20,30,30,30,20,83-85,59,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,H,H,N,VH,30,30
54308,"Julio Hinojos",SP,0,0,0,0,26,178,L,L,35,35,25,40,40,35,35,35,25,40,40,35,35,30,25,40,40,35,35,35,25,40,40,35,30,25,55,20,40,25,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,35,30,30,50,20,45,45,45,40,35,45,45,45,40,35,45,45,45,40,35,45,45,45,40,35,92-94,50,40,55,45,45,0,45,0,35,0,0,0,0,0,0,45,45,0,45,0,45,0,0,0,0,0,0,N,N,N,N,N,VH,35,35
54309,"Edgar Barcenas",2B,0,0,0,0,24,186,R,R,35,40,35,40,40,30,35,40,35,40,40,30,35,40,40,40,40,30,45,50,45,55,65,30,45,60,40,50,40,35,60,20,20,20,0,0,0,35,30,30,25,0,35,0,0,0,45,35,35,45,0,40,55,35,35,30,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,25,85-87,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,30,40
54310,"Luis Estrada",SP,0,0,0,0,25,198,R,L,40,30,20,40,40,40,40,30,20,40,40,40,40,30,20,40,40,40,40,30,25,40,40,45,25,25,30,20,30,30,25,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,25,30,25,40,25,50,30,25,45,30,50,30,25,45,30,45,30,25,40,30,50,35,30,45,30,95-97,40,40,60,65,0,0,35,0,45,0,0,0,60,0,0,70,0,0,35,0,50,0,0,0,65,0,0,N,L,N,L,N,VH,30,30
54311,"Ernesto Gallegos",RP,0,0,0,0,25,187,L,L,35,35,30,35,35,40,35,35,30,35,35,40,35,35,30,35,35,40,40,35,30,35,40,40,30,30,40,20,30,30,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,80,25,35,20,20,35,25,35,20,20,35,25,40,25,20,40,25,35,20,20,35,25,94-96,35,20,70,45,0,0,0,40,0,0,0,0,0,0,0,45,0,0,0,40,0,0,0,0,0,0,0,L,L,N,L,N,VH,25,25
54312,"Juan Pedraza",RP,203,192,17,2,25,197,L,L,25,35,20,40,30,25,25,35,20,40,30,25,25,35,20,40,30,25,30,35,20,40,30,25,30,25,50,20,40,30,25,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,25,20,30,75,25,55,50,45,50,30,55,45,45,50,30,65,50,50,55,30,75,50,45,50,30,94-96,35,25,65,75,0,0,0,50,0,0,0,0,0,0,0,75,0,0,0,75,0,0,0,0,0,0,0,N,H,N,N,L,VH,40,40
54313,"Luis Castaneda",RP,0,0,0,0,24,184,L,R,30,30,20,35,30,25,30,30,20,35,30,30,30,30,20,35,30,25,35,30,25,40,40,35,30,30,30,20,35,20,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,25,30,55,20,40,45,45,45,40,40,45,45,45,40,40,45,45,45,40,45,50,50,45,50,94-96,62,25,60,45,35,35,0,0,30,0,0,0,0,0,0,45,45,40,0,0,45,0,0,0,0,0,0,N,N,N,N,N,VH,35,35
54314,"Luis Otero",SS,206,74,5,3,25,196,R,R,40,40,35,40,40,45,40,40,35,40,40,45,40,40,35,40,40,45,45,40,35,45,45,50,55,65,60,50,30,50,80,20,20,20,0,0,65,0,55,50,0,0,0,0,0,80,0,55,50,0,0,0,55,50,35,60,50,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,25,80-83,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L,VH,35,35
54315,"Ademar Caires",RP,203,44,22,2,25,188,R,R,35,30,25,30,35,30,35,30,20,30,35,30,35,30,25,30,35,30,35,30,25,40,40,30,25,20,40,30,45,35,30,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,25,25,25,30,20,40,45,45,45,45,40,45,45,45,45,40,45,45,45,45,45,50,50,45,45,91-93,59,25,70,50,0,0,0,0,40,0,0,0,0,0,0,50,0,0,0,0,55,0,0,0,0,0,0,L,N,H,N,L,H,35,40
54316,"Ming Hsia",SP,0,0,0,0,25,190,L,L,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,30,30,35,40,40,25,30,40,20,30,35,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,20,20,20,55,25,35,35,35,40,25,35,40,35,45,25,35,35,35,40,25,45,40,40,40,25,92-94,47,40,60,45,0,0,0,0,30,30,0,0,35,0,0,50,0,0,0,0,50,45,0,0,55,0,0,L,N,N,L,N,VH,30,30
54317,"Juan Romero",RP,203,33,8,2,25,187,R,R,35,30,20,35,35,40,35,30,20,35,35,40,40,30,20,35,35,40,40,30,25,40,40,40,30,25,50,35,40,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,20,30,35,60,25,50,35,30,50,40,50,35,30,50,40,50,30,25,50,40,60,40,40,50,45,95-97,36,50,60,55,45,45,0,0,25,0,0,0,0,45,0,75,50,70,0,0,50,0,0,0,0,65,0,N,N,N,H,N,VH,35,40
54318,"David Encinas",C,205,69,30,3,26,187,R,R,40,40,45,40,45,40,40,40,45,40,45,40,40,40,45,40,45,40,40,40,45,40,45,40,25,30,30,25,25,50,30,60,40,55,0,40,30,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,35,25,20,20,30,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,25,35,20,85-87,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,L,N,N,H,35,35
